"country","disease","recommendation","source_url"
"Slovakia","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Vaccine is not required. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovenia","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Slovenia. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Slovenia. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Slovenia.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Rabies","Dogs infected with rabies are not commonly found in Slovenia. If rabies exposures occur while in Slovenia, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Tick-borne Encephalitis","For travelers moving or traveling to TBE-endemic areas TBE vaccine is recommended for persons who will have extensive exposure to ticks based on their planned outdoor activities and itinerary. TBE vaccine may be considered for persons who might engage in outdoor activities in areas ticks are likely to be found.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Slovenia","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Vaccine is not required. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovenia"
"Solomon Islands","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to the Solomon Islands. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to the Solomon Islands.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Malaria","CDC recommends that travelers going to the Solomon Islands take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take. Transmission areas All Drug resistance1 Chloroquine Species P. vivax (70%) P. falciparum (30%) P. ovale (<1%) Recommended chemoprophylaxis Atovaquone-proguanil, doxycycline, mefloquine, tafenoquine2 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Rabies","Dogs infected with rabies are not commonly found in the Solomon Islands. If rabies exposures occur while in the Solomon Islands, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Solomon Islands","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥9 months old.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/solomon-islands"
"Somalia","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/somalia"
"Somalia","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/somalia"
"Somalia","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/somalia"
"Somalia","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/somalia"
